section_id,title,description,url,duration,difficulty,provider
3.2.1.4,3.2.1.4 Particle interactions,This video covers the fundamental forces and introduces the use of Feynman diagrams to visualize particle interactions.,https://www.youtube.com/watch?v=GjPxA79gtr8,,Core A-Level,ScienceShorts
3.2.1.4,3.2.1.4 Particle interactions,"This video explains the four fundamental interactions and their corresponding exchange particles, and shows how to draw Feynman diagrams for various processes.",https://www.youtube.com/watch?v=D14DgDgP3P4,,Advanced A-Level,DrPhysicsA
3.2.1.4,3.2.1.4 Particle interactions,An in-depth look at exchange particles (gauge bosons) and how to use Feynman diagrams to represent their interactions.,https://www.youtube.com/watch?v=D14DgDgP3P4,,Advanced A-Level,DrPhysicsA
3.2.1.4,3.2.1.4 Particle interactions,This video covers the fundamental forces and Feynman diagrams as part of a larger overview of particle physics.,https://www.youtube.com/watch?v=eYu-hqgPtFY,,Extension/Beyond A-Level,Eugene Khutoryansky
3.2.1.5,3.2.1.5 Classification of particles,"Get an introduction to the Standard Model of particle physics. This video explains the different families of fundamental particles (bosons, leptons, quarks) and how they combine to form the particles we see.",https://www.youtube.com/watch?v=edgsmtUH954,,Core A-Level,PhysicsOnline
3.2.1.5,3.2.1.5 Classification of particles,This video explains how particles are classified based on their mass and how they interact with the strong nuclear force. You'll learn about hadrons (baryons and mesons) and leptons.,https://www.youtube.com/watch?v=MgQPmNIIABK,,Core A-Level,zhelyo_physics
3.2.1.5,3.2.1.5 Classification of particles,"Learn about the different types of particles, including hadrons, mesons, leptons, and baryons, and the rules that govern their interactions.",https://www.youtube.com/watch?v=L-XhYS7FhaE,,Core A-Level,ScienceShorts
3.2.1.5,3.2.1.5 Classification of particles,This playlist provides a summary of particle classification and the important conservation laws you need to know.,https://www.youtube.com/playlist?list=PLM7IGCvspoEzvruZ55zuOG4EkVKjPzFnc,,Core A-Level,Flipping Physics
3.2.1.5,3.2.1.5 Classification of particles,"This video covers the elementary particles of the Standard Model, including quarks, leptons, and the gauge bosons that mediate forces.",https://www.youtube.com/watch?v=Kj6Tzt5wU0,,Core A-Level,DrPhysicsA
3.2.1.5,3.2.1.5 Classification of particles,"Learn about the important conservation laws in particle physics, including baryon number, lepton number, charge, and strangeness.",https://www.youtube.com/watch?v=DSLlg_mmqJ4,,Core A-Level,TheOrganicChemistry Tutor
3.2.1.6,3.2.1.6 Quarks and antiquarks,"This video from the Standard Model series focuses on quarks, explaining their properties and how they combine to form protons, neutrons, pions, and kaons.",https://www.youtube.com/watch?v=edgsmtUH954,,Core A-Level,PhysicsOnline
3.2.1.6,3.2.1.6 Quarks and antiquarks,"A focused video on quarks, detailing their properties and the specific combinations that make up common particles like protons and neutrons.",https://www.youtube.com/watch?v=qwuVn-vV_zw,,Core A-Level,PhysicsOnline
3.2.1.6,3.2.1.6 Quarks and antiquarks,This video covers quarks as part of a larger overview of particle physics for A-level.,https://www.youtube.com/watch?v=L-XhYS7FhaE,,Core A-Level,ScienceShorts
3.2.1.6,3.2.1.6 Quarks and antiquarks,This video explains the concept of quarks and also demonstrates how beta decay can be understood as a transformation of one type of quark into another.,https://www.youtube.com/watch?v=8t85dqRn6q4,,Advanced A-Level,Flipping Physics
3.2.1.6,3.2.1.6 Quarks and antiquarks,"This video covers the elementary particles, including quarks, leptons, and gauge bosons, as part of the Standard Model.",https://www.youtube.com/watch?v=Kj6Tzt5wU0,,Core A-Level,DrPhysicsA
3.2.1.6,3.2.1.6 Quarks and antiquarks,A video specifically focused on how to describe different particles based on their quark make-up.,https://www.youtube.com/watch?v=8t85dqRn6q4,,Core A-Level,The Organic Chemistry Tutor
3.2.1.7,3.2.1.7 Applications of conservation laws,"Learn how to apply the fundamental conservation laws (charge, baryon number, lepton number, strangeness, energy, and momentum) to particle interactions. This video also explains why strangeness is not always conserved.",https://www.youtube.com/watch?v=yL6p6tc8S5w,,Core A-Level,PhysicsOnline
3.2.1.7,3.2.1.7 Applications of conservation laws,"This video explains how the conservation laws apply in both strong and weak interactions, with helpful examples to illustrate the concepts.",https://www.youtube.com/watch?v=LkPWfB6LBxA,,Core A-Level,zhelyo_physics
3.2.1.7,3.2.1.7 Applications of conservation laws,A practical guide on how to use the conservation laws to determine whether a proposed particle interaction is actually possible.,https://www.youtube.com/watch?v=GjPxA79gtr8,,Core A-Level,ScienceShorts
3.2.1.7,3.2.1.7 Applications of conservation laws,"This video explains the conservation of charge, baryon number, lepton number, strangeness, energy, and momentum, with examples of different particle interactions.",https://www.youtube.com/watch?v=yL6p6tc8S5w,,Core A-Level,Flipping Physics
3.2.1.7,3.2.1.7 Applications of conservation laws,"Learn how quantities like charge, baryon number, and lepton number are conserved in various particle interactions.",https://www.youtube.com/watch?v=dkFr3BGO8Dg,,Core A-Level,DrPhysicsA
3.2.1.7,3.2.1.7 Applications of conservation laws,"This video discusses the conservation of baryon number, lepton number, charge, and strangeness, and importantly, notes that strangeness is only conserved in strong interactions.",https://www.youtube.com/watch?v=DSLlg_mmqJ4,,Core A-Level,TheOrganicChemistry Tutor
3.2.2.1,3.2.2.1 The photoelectric effect,"This video explains the photoelectric effect, a key piece of evidence for the particle nature of light. It covers concepts like photon energy, work function, threshold frequency, and the famous photoelectric equation.",https://www.youtube.com/watch?v=1oKDkDVuu24,,Core A-Level,zhelyo_physics
3.2.2.1,3.2.2.1 The photoelectric effect,"A video specifically on the photoelectric effect for A-level physics, explaining this important quantum phenomenon.",https://www.youtube.com/watch?v=GjPxA79gtr8,,Core A-Level,ScienceShorts
3.2.2.1,3.2.2.1 The photoelectric effect,"Learn about the photoelectric effect, where light can knock electrons out of a metal, providing strong evidence that light behaves as a particle (photon).",https://www.youtube.com/watch?v=pfrmq7ROvBI,,Core A-Level,DrPhysicsA
3.2.2.1,3.2.2.1 The photoelectric effect,This video provides a clear explanation of the photoelectric equation and includes worked examples to help you solve problems.,https://www.youtube.com/watch?v=xaAthgG0080,,Core A-Level,TheOrganicChemistry Tutor
3.2.2.1,3.2.2.1 The photoelectric effect,"This video demonstrates the particle nature of light using the photoelectric effect, showing how photons can transfer energy to electrons.",https://www.youtube.com/watch?v=eYu-hqgPtFY,,Core A-Level,Eugene Khutoryansky
3.2.2.2,3.2.2.2 Collisions of electrons with atoms,"This video introduces the idea that electrons in atoms can only exist in specific, discrete energy levels. It explains the processes of excitation (moving to a higher level) and de-excitation (moving to a lower level).",https://www.youtube.com/watch?v=DzKOMjMfb-w,,Core A-Level,PhysicsOnline
3.2.2.2,3.2.2.2 Collisions of electrons with atoms,"Learn about what happens when electrons collide with atoms, leading to either ionization (the atom loses an electron) or excitation (an electron moves to a higher energy level).",https://www.youtube.com/watch?v=cslqyyb7XgY,,Core A-Level,ScienceShorts
3.2.2.2,3.2.2.2 Collisions of electrons with atoms,"This video covers energy levels within atoms and how they relate to the emission of light, which is caused by electron collisions and de-excitation.",https://www.youtube.com/watch?v=jZxw7OxkaXY,,Core A-Level,DrPhysicsA
3.2.2.2,3.2.2.2 Collisions of electrons with atoms,"This video explains the concept of ions, which are formed when atoms lose or gain electrons – a direct result of collisions.",https://www.youtube.com/watch?v=OH-aSu-rWgk,,Foundational A-Level,The Organic Chemistry Tutor
3.2.2.3,3.2.2.3 Energy levels and photon emission,"This video explains how electrons transitioning between discrete energy levels in an atom result in the emission of photons of specific energies, creating line spectra.",https://www.youtube.com/watch?v=DzKOMjMfb-w,,Core A-Level,PhysicsOnline
3.2.2.3,3.2.2.3 Energy levels and photon emission,Learn how the existence of line spectra (the unique pattern of light emitted by different elements) provides direct evidence for discrete energy levels in atoms.,https://www.youtube.com/watch?v=1oKDkDVuu24,,Core A-Level,zhelyo_physics
3.2.2.3,3.2.2.3 Energy levels and photon emission,"This video covers the relationship between electron energy levels and the emission of light, explaining how unique emission spectra are produced.",https://www.youtube.com/watch?v=GjPxA79gtr8,,Core A-Level,ScienceShorts
3.2.2.3,3.2.2.3 Energy levels and photon emission,This video explains the formula for the allowed energy levels in an atom and how this is connected to the specific spectral lines that are observed.,https://www.youtube.com/watch?v=jZxw7OxkaXY,,Advanced A-Level,DrPhysicsA
3.2.2.4,3.2.2.4 Wave-particle duality,"This video addresses the core concept that particles like electrons can sometimes behave like waves, and waves like light can sometimes behave like particles.",https://www.youtube.com/watch?v=GjPxA79gtr8,,Core A-Level,PhysicsOnline
3.2.2.4,3.2.2.4 Wave-particle duality,This video discusses wave-particle duality in the context of photon energy and the photoelectric effect.,https://www.youtube.com/watch?v=1oKDkDVuu24,,Core A-Level,zhelyo_physics
3.3.1.1,3.3.1.1 Progressive waves,"An introduction to mechanical waves, defining what they are and demonstrating that while they transfer energy, the medium itself does not travel along with the wave.",https://www.youtube.com/watch?v=gycff144mHw,,Foundational A-Level,Flipping Physics
3.3.1.1,3.3.1.1 Progressive waves,"This video covers the basics of waves, including the difference between transverse and longitudinal waves, and introduces the electromagnetic spectrum.",https://www.youtube.com/watch?v=gycff144mHw,,Foundational A-Level,DrPhysicsA
3.3.1.1,3.3.1.1 Progressive waves,"Learn how waves transfer energy without transferring matter, using clear examples like springs and water waves. This video also defines key terms like frequency and period.",https://www.youtube.com/watch?v=CrZ7N_gDVIk,,Foundational A-Level,Eugene Khutoryansky
3.3.1.1,3.3.1.1 Progressive waves,"This video provides an introduction to the general concepts of waves, forming a good starting point for this topic.",https://www.youtube.com/playlist?list=PL6oD4amsJKZ9tHsY5BfqDcdt_CM5031eL,,Foundational A-Level,PhysicsOnline
3.3.1.2,3.3.1.2 Longitudinal and transverse waves,"This video defines both longitudinal and transverse waves, explaining the key difference in how the particles oscillate relative to the direction of energy transfer. It also introduces polarization as a property of transverse waves.",https://www.youtube.com/watch?v=ma8AevEOqq0,,Foundational A-Level,PhysicsOnline
3.3.1.2,3.3.1.2 Longitudinal and transverse waves,Practice your understanding with past paper questions focused on longitudinal and transverse waves.,https://www.youtube.com/watch?v=CrZ7N_gDVIk,,Core A-Level,zhelyo_physics
3.3.1.2,3.3.1.2 Longitudinal and transverse waves,This video defines longitudinal waves (with compressions and rarefactions) and transverse waves (with side-to-side or up-and-down wiggles) and explains how they transfer energy.,https://www.youtube.com/watch?v=CrZ7N_gDVIk,,Foundational A-Level,ScienceShorts
3.3.1.2,3.3.1.2 Longitudinal and transverse waves,"Using graphs of mechanical waves, this video demonstrates the concepts of longitudinal and transverse waves, wavelength, and period.",https://www.youtube.com/watch?v=wave-graphs.html,,Core A-Level,Flipping Physics
3.3.1.2,3.3.1.2 Longitudinal and transverse waves,"This video explains both types of waves and introduces polarization, the process of making a transverse wave oscillate in only one plane.",https://www.youtube.com/watch?v=gycff144mHw,,Core A-Level,DrPhysicsA
3.3.1.2,3.3.1.2 Longitudinal and transverse waves,This video emphasizes the key concept that the matter or medium that a wave travels through does not move along with the wave itself.,https://www.youtube.com/watch?v=GErtoZWsGGw,,Foundational A-Level,TheOrganicChemistry Tutor
3.3.1.3,3.3.1.3 Principle of superposition of waves and formation of stationary waves,"This video explains the principle of superposition – what happens when two waves meet. It then details how stationary waves are formed from two identical waves traveling in opposite directions, creating points of no displacement (nodes) and maximum displacement (antinodes).",https://www.youtube.com/watch?v=ogm0skhuois,,Core A-Level,PhysicsOnline
3.3.1.3,3.3.1.3 Principle of superposition of waves and formation of stationary waves,This video explains the different phase relationships that occur within a stationary wave.,https://www.youtube.com/watch?v=ogm0skhuois,,Core A-Level,ScienceShorts
3.3.1.3,3.3.1.3 Principle of superposition of waves and formation of stationary waves,"This video demonstrates both constructive (waves adding up) and destructive (waves cancelling out) interference, which is the basis of superposition.",https://www.youtube.com/watch?v=wave-superposition.html,,Core A-Level,Flipping Physics
3.3.1.3,3.3.1.3 Principle of superposition of waves and formation of stationary waves,This video covers the foundational concepts of wave superposition and how it leads to the formation of stationary waves.,https://www.youtube.com/watch?v=EeuzQD5JrDs,,Foundational A-Level,DrPhysicsA
3.3.1.3,3.3.1.3 Principle of superposition of waves and formation of stationary waves,"Learn about stationary waves, nodes, and antinodes, and see how these concepts apply to musical instruments.",https://www.youtube.com/watch?v=EeuzQD5JrDs,,Core A-Level,TheOrganicChemistry Tutor
3.3.2.1,3.3.2.1 Interference,This video explains how interference patterns are created by coherent waves (waves with a constant phase relationship).,https://www.youtube.com/watch?v=1790rzMsdEA,,Core A-Level,Eugene Khutoryansky
3.3.2.1,3.3.2.1 Interference,This video explains how interference patterns arise from the superposition of overlapping waves.,https://www.youtube.com/watch?v=1790rzMsdEA,,Core A-Level,Physics Explained Videos
3.3.2.1,3.3.2.1 Interference,"This video covers the essential concepts of superposition, coherence, path difference, and phase difference, which are all crucial for understanding interference.",https://www.youtube.com/watch?v=Gvp_qudBRR8,,Core A-Level,PhysicsOnline
3.3.2.1,3.3.2.1 Interference,"This video explains how interference patterns are produced by different types of waves (lasers, sound, microwaves) and includes important safety information for using lasers.",https://www.youtube.com/watch?v=Gvp_qudBRR8,,Core A-Level,ScienceShorts
3.3.2.1,3.3.2.1 Interference,"This playlist includes videos on Young's Double Slit Experiment and Two Source Interference, which are classic examples of this phenomenon.",https://www.youtube.com/playlist?list=PL6oD4amsJKZ9tHsY5BfqDcdt_CM5031eL,,Core A-Level,Flipping Physics
3.3.2.1,3.3.2.1 Interference,"Learn about the interference patterns created with both white light and laser light in Young's Double Slit experiment, including important laser safety precautions.",https://www.youtube.com/watch?v=Gvp_qudBRR8,,Core A-Level,DrPhysicsA
3.3.2.1,3.3.2.1 Interference,"This video provides examples and practice problems for Young's Double Slit Experiment, helping you to apply the concepts and equations.",https://www.youtube.com/watch?v=xaAthgG0080,,Core A-Level,TheOrganicChemistry Tutor
3.3.2.2,3.3.2.2 Diffraction,This video explains how a diffraction grating (a slide with many small slits) can be used to separate light and calculate the wavelength of the light.,https://www.youtube.com/watch?v=-lwnmrsul5g,,Core A-Level,PhysicsOnline
3.3.2.2,3.3.2.2 Diffraction,"This video explains the derivation of the diffraction grating equation, a key formula for this topic.",https://www.youtube.com/watch?v=MUbCu0tZmlg,,Core A-Level,ScienceShorts
3.3.2.2,3.3.2.2 Diffraction,"This video covers the effects of diffraction, which is the spreading out of waves as they pass through a gap or around an obstacle.",https://www.youtube.com/watch?v=MUbCu0tZmlg,,Core A-Level,DrPhysicsA
3.3.2.2,3.3.2.2 Diffraction,This video provides examples and practice problems for single-slit diffraction.,https://www.youtube.com/watch?v=xaAthgG0080,,Core A-Level,TheOrganicChemistry Tutor
3.3.2.2,3.3.2.2 Diffraction,This video reviews the concept of diffraction and explains the diffraction grating equation.,https://www.youtube.com/watch?v=-lwnmrsul5g,,Core A-Level,Eugene Khutoryansky
3.3.2.2,3.3.2.2 Diffraction,Test your knowledge with a past paper question on diffraction gratings.,https://www.youtube.com/watch?v=mf59ZdOkatk,,Core A-Level,Physics Explained Videos
3.3.2.3,3.3.2.3 Refraction at a plane surface,"This video explains how light changes speed and direction (bends) when it travels from one material to another. It defines the refractive index, explains Snell's Law, and covers total internal reflection.",https://www.youtube.com/watch?v=TJfyJHxDPVO,,Core A-Level,PhysicsOnline
3.3.2.3,3.3.2.3 Refraction at a plane surface,"This video explains that refraction is the change in a wave's direction when it enters a new medium at an angle, causing its speed to change.",https://www.youtube.com/watch?v=TJfyJHxDPVO,,Core A-Level,ScienceShorts
3.4.1.1,3.4.1.1 Scalars and vectors,"This video introduces and explains the difference between scalars (quantities with magnitude only, like speed) and vectors (quantities with both magnitude and direction, like velocity). It also covers how to add and resolve vectors.",https://www.youtube.com/watch?v=600M8QgOdql,,Foundational A-Level,PhysicsOnline
3.4.1.1,3.4.1.1 Scalars and vectors,A helpful guide to understanding the key concepts of scalars and vectors.,https://www.youtube.com/watch?v=600M8QgOdql,,Foundational A-Level,ScienceShorts
3.4.1.1,3.4.1.1 Scalars and vectors,"This video provides an introduction to the basics of vectors, which are essential for describing motion and forces.",https://www.youtube.com/watch?v=wave-graphs.html,,Foundational A-Level,Flipping Physics
3.4.1.1,3.4.1.1 Scalars and vectors,"Part of a mechanics series, this video covers the fundamentals of scalars and vectors.",https://www.youtube.com/watch?v=gycff144mHw,,Foundational A-Level,DrPhysicsA
3.4.1.1,3.4.1.1 Scalars and vectors,This video provides clear explanations and examples to help you distinguish between scalar and vector quantities.,https://www.youtube.com/watch?v=xaAthgG0080,,Foundational A-Level,TheOrganicChemistry Tutor
3.4.1.2,3.4.1.2 Moments,"This video introduces the principle of moments and shows you how to calculate the turning effect of a force, even when it acts at an angle. It also explains the conditions for rotational equilibrium.",https://www.youtube.com/watch?v=7x6SpYdkjC4,,Core A-Level,PhysicsOnline
3.4.1.2,3.4.1.2 Moments,"A comprehensive video that describes and provides examples of moments, couples (pairs of forces), and the concept of toppling.",https://www.youtube.com/watch?v=Gabphes2H14,,Core A-Level,ScienceShorts
3.4.1.2,3.4.1.2 Moments,"This video on moments is part of a larger series on work, energy, and power.",https://www.youtube.com/playlist?list=PLPyapQSxH6mZrgFEyveA1eYz07SSBWHO9,,Core A-Level,Flipping Physics
3.4.1.2,3.4.1.2 Moments,"Part of a mechanics series, this video covers the concept of moments.",https://www.youtube.com/watch?v=gycff144mHw,,Core A-Level,DrPhysicsA
3.4.1.2,3.4.1.2 Moments,This video provides explanations and examples to help you understand and calculate moments.,https://www.youtube.com/watch?v=xaAthgG0080,,Core A-Level,TheOrganicChemistry Tutor
3.4.1.3,3.4.1.3 Motion along a straight line,"This video covers the key concepts of position, velocity, and acceleration, and includes how to calculate both average and instantaneous values.",https://www.youtube.com/watch?v=6JeX4-94C1w,,Core A-Level,PhysicsOnline
3.4.1.3,3.4.1.3 Motion along a a straight line,"This video addresses the topic of motion in a straight line, a fundamental part of mechanics.",https://www.youtube.com/watch?v=CrZ7N_gDVIk,,Core A-Level,ScienceShorts
3.4.1.4,3.4.1.4 Projectile motion,This video explains how to solve problems involving objects fired at an angle by breaking the motion down into independent horizontal and vertical components and using the SUVAT equations.,https://www.youtube.com/watch?v=9thdmEdCcKw,,Core A-Level,PhysicsOnline
3.4.1.4,3.4.1.4 Projectile motion,"A long example problem that shows you how to analyze the motion of a projectile fired at an angle from a height, using the SUVAT equations for each part of the journey.",https://www.youtube.com/watch?v=1n_gBsoy-mc,,Advanced A-Level,PhysicsOnline
3.4.1.4,3.4.1.4 Projectile motion,"This video covers the key concepts of projectile motion, which is a classic topic in A-level physics.",https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.4.1.5,3.4.1.5 Newton's laws of motion,"This video explains Newton's Three Laws of Motion, including the famous F=ma equation, and also touches on Newton's Law of Gravitation.",https://www.youtube.com/watch?v=lQzo07MbeN8,,Core A-Level,PhysicsOnline
3.4.1.5,3.4.1.5 Newton's laws of motion,A dedicated playlist covering Newton's Laws and the related concept of momentum.,https://www.youtube.com/playlist?list=PLIDtVvefFYTOo1p0HTSk5nHSbVNFEzbo,,Core A-Level,PhysicsOnline
3.4.1.5,3.4.1.5 Newton's laws of motion,"This video covers Newton's laws of motion, a cornerstone of mechanics.",https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.4.1.6,3.4.1.6 Momentum,This video introduces and defines linear momentum as the product of an object's mass and velocity.,https://www.youtube.com/watch?v=PBojFeRN-zO,,Core A-Level,PhysicsOnline
3.4.1.6,3.4.1.6 Momentum,"This video covers the definition of momentum, the principle of conservation of momentum, and how to perform calculations for collisions in one dimension.",https://www.youtube.com/watch?v=O37jf0DSHsc,,Core A-Level,PhysicsOnline
3.4.1.6,3.4.1.6 Momentum,A comprehensive video covering the topic of momentum for both GCSE and A-level physics.,https://www.youtube.com/watch?v=O37jf0DSHsc,,Core A-Level,ScienceShorts
3.4.1.6,3.4.1.6 Momentum,"An introduction to momentum, force, Newton's Second Law, and the conservation of linear momentum, with explanations and examples.",https://www.youtube.com/watch?v=O37jf0DSHsc,,Core A-Level,TheOrganicChemistry Tutor
3.4.1.7,3.4.1.7 Work,This video introduces and explains power as the rate at which work is done or energy is transferred.,https://www.youtube.com/watch?v=BFIG64iGG-g,,Core A-Level,PhysicsOnline
3.4.1.7,3.4.1.7 Work,"This video covers the related concepts of work, energy, and power.",https://www.youtube.com/watch?v=q9CEP4PdDpg,,Core A-Level,ScienceShorts
3.4.1.7,3.4.1.7 Work,"A full course covering the concepts of work, energy, and power, including elastic potential energy.",https://www.youtube.com/playlist?list=PLPyapQSxH6mZrgFEyveA1eYz07SSBWHO9,,Core A-Level,Flipping Physics
